accession	run_id
SAMEA4545506	ERR1727585
SAMEA4545457	ERR1727565
SAMEA4545502	ERR1727537
SAMEA4545513	ERR1727533
SAMEA4545507	ERR1727525
SAMEA4545467	ERR1727509
SAMEA4545543	ERR1727501
SAMEA4545557	ERR1727497
SAMEA4545529	ERR1727485
SAMEA4545470	ERR1727478
SAMEA4545540	ERR1727474
SAMEA4545485	ERR1727465
SAMEA4545463	ERR1727457
SAMEA4545499	ERR1727436
SAMEA4545552	ERR1727422
SAMEA4545504	ERR1727418
SAMEA4545514	ERR1727414
SAMEA4545517	ERR1727410
SAMEA4545527	ERR1727394
SAMEA4545465	ERR1727390
SAMEA4545554	ERR1727374
SAMEA4545452	ERR1727366
SAMEA4545553	ERR1727358
SAMEA4545556	ERR1727346
SAMEA4545474	ERR1727338
SAMEA4545538	ERR1727294
SAMEA4545544	ERR1727290
SAMEA4545516	ERR1728171
SAMEA4545473	ERR1728154
SAMEA4545494	ERR1728118
SAMEA4545518	ERR1728106
SAMEA4545489	ERR1728077
SAMEA4545509	ERR1727908
SAMEA4545521	ERR1727807
SAMEA4545508	ERR1727470
SAMEA4545510	ERR1727449
SAMEA4545515	ERR1727427
SAMEA4545530	ERR1727919
SAMN17171237	SRR13318387
SAMN17171415	SRR13318217
SAMN17171413	SRR13318215
SAMN17171561	SRR13318347
SAMN17171525	SRR13318152
SAMN17171541	SRR13318306
SAMN17171325	SRR13318281
SAMN17171229	SRR13318167
SAMN17171233	SRR13318169
SAMN17171597	SRR13318309
SAMN17171411	SRR13318212
SAMN17171439	SRR13318096
SAMN17171495	SRR13318343
SAMN17171341	SRR13318333
SAMN17171531	SRR13318118
SAMN17171575	SRR13318419
SAMN17171547	SRR13318240
SAMN17171223	SRR13318171
SAMN17171331	SRR13318115
SAMN17171383	SRR13318130
SAMN17171373	SRR13318289
SAMN17171279	SRR13318269
SAMN17171601	SRR13318313
SAMN17171327	SRR13318283
SAMN17171227	SRR13318164
SAMN17171419	SRR13318396
SAMN17171457	SRR13318322
SAMN17171291	SRR13318441
SAMN17171505	SRR13318201
SAMN17171565	SRR13318351
SAMN17171293	SRR13318444
SAMN17171477	SRR13318146
SAMN17171345	SRR13318338
SAMN17171473	SRR13318142
SAMN17171385	SRR13318449
SAMN17171245	SRR13318100
SAMN17171285	SRR13318275
SAMN17171253	SRR13318149
SAMN17171487	SRR13318412
SAMN17171251	SRR13318198
SAMN17171563	SRR13318349
SAMN17171295	SRR13318446
SAMN17171535	SRR13318123
SAMN17171399	SRR13318107
SAMN17171321	SRR13318368
SAMN17171527	SRR13318154
SAMN17171475	SRR13318144
SAMN17171499	SRR13318086
SAMN17171283	SRR13318273
SAMN17171557	SRR13318158
SAMN17171435	SRR13318224
SAMN17171361	SRR13318194
SAMN17171299	SRR13318361
SAMN17171425	SRR13318404
SAMN17171585	SRR13318267
SAMN17171567	SRR13318353
SAMN17171591	SRR13318245
SAMN17171533	SRR13318121
SAMN17171433	SRR13318222
SAMN17171309	SRR13318186
SAMN17171391	SRR13318134
SAMN17171405	SRR13318295
SAMN17171305	SRR13318182
SAMN17171507	SRR13318203
SAMN17171387	SRR13318451
SAMN17171479	SRR13318427
SAMN17171247	SRR13318140
SAMN17171481	SRR13318429
SAMN17171389	SRR13318132
SAMN17171315	SRR13318440
SAMN17171545	SRR13318238
SAMN17171235	SRR13318335
SAMN17171397	SRR13318105
SAMN17171587	SRR13318371
SAMN17171335	SRR13318206
SAMN17171509	SRR13318089
SAMN17171423	SRR13318402
SAMN17171307	SRR13318184
SAMN17171503	SRR13318199
SAMN17171343	SRR13318336
SAMN17171539	SRR13318304
SAMN17171231	SRR13318448
SAMN17171571	SRR13318357
SAMN17171407	SRR13318297
SAMN17171577	SRR13318421
SAMN17171265	SRR13318373
SAMN17171401	SRR13318109
SAMN17171257	SRR13318159
SAMN17171543	SRR13318236
SAMN17171485	SRR13318260
SAMN17171471	SRR13318328
SAMN17171287	SRR13318277
SAMN17171417	SRR13318219
SAMN17171347	SRR13318340
SAMN17171313	SRR13318438
SAMN17171369	SRR13318394
SAMN17171403	SRR13318293
SAMN17171243	SRR13318401
SAMN17171427	SRR13318406
SAMN17171281	SRR13318271
SAMN17171319	SRR13318366
SAMN17171551	SRR13318456
SAMN17171593	SRR13318248
SAMN17171555	SRR13318156
SAMN17171483	SRR13318432
SAMN17171429	SRR13318408
SAMN17171275	SRR13318383
SAMN17171357	SRR13318190
SAMN17171529	SRR13318116
SAMN17171517	SRR13318230
SAMN17171239	SRR13318129
SAMN17171523	SRR13318150
SAMN17171273	SRR13318381
SAMN17171255	SRR13318308
SAMN17171351	SRR13318460
SAMN17171569	SRR13318355
SAMN17171455	SRR13318320
SAMN17171225	SRR13318400
SAMN17171463	SRR13318255
SAMN17171367	SRR13318392
SAMN17171489	SRR13318414
SAMN17171461	SRR13318253
SAMN17171353	SRR13318463
SAMN17171521	SRR13318234
SAMN17171249	SRR13318431
SAMN17171297	SRR13318359
SAMN17171333	SRR13318204
SAMN17171447	SRR13318173
SAMN13258083	SRR10427914
SAMN13258093	SRR10427912
SAMN13258095	SRR10427910
SAMN13258097	SRR10427908
SAMN13258099	SRR10427906
SAMN13258101	SRR10427904
SAMN13258085	SRR10427902
SAMN13258103	SRR10427901
SAMN13258105	SRR10427899
SAMN13258107	SRR10427897
SAMN13258109	SRR10427895
SAMN13258111	SRR10427893
SAMN13258113	SRR10427890
SAMN13258115	SRR10427888
SAMN13258117	SRR10427886
SAMN13258119	SRR10427884
SAMN13258121	SRR10427882
SAMN13258087	SRR10427880
SAMN13258123	SRR10427879
SAMN13258125	SRR10427877
SAMN13258127	SRR10427875
SAMN13258129	SRR10427873
SAMN13258131	SRR10427871
SAMN13258133	SRR10427868
SAMN13258135	SRR10427866
SAMN13258137	SRR10427864
SAMN13258139	SRR10427862
SAMN13258141	SRR10427860
SAMN13258142	SRR10427859
SAMN13258089	SRR10427858
SAMN13258144	SRR10427856
SAMN13258146	SRR10427854
SAMN13258148	SRR10427852
SAMN13258150	SRR10427850
SAMN13258152	SRR10427848
SAMN13258154	SRR10427845
SAMN13258156	SRR10427843
SAMN13258158	SRR10427841
SAMN13258160	SRR10427839
SAMN13258162	SRR10427837
SAMN13258091	SRR10427836
SAMN13258164	SRR10427834
SAMN13258166	SRR10427832
SAMN13258168	SRR10427830
SAMN10285277	SRR8146994
SAMN10285276	SRR8146993
SAMN10285279	SRR8146992
SAMN10285278	SRR8146991
SAMN10285305	SRR8146990
SAMN10285304	SRR8146989
SAMN10285285	SRR8146988
SAMN10285284	SRR8146987
SAMN10285296	SRR8146986
SAMN10285303	SRR8146985
SAMN10285301	SRR8146983
SAMN10285300	SRR8146982
SAMN10285319	SRR8146981
SAMN10285314	SRR8146980
SAMN10285315	SRR8146979
SAMN10285294	SRR8146978
SAMN10285295	SRR8146977
SAMN10285290	SRR8146976
SAMN10285291	SRR8146975
SAMN10285292	SRR8146974
SAMN10285293	SRR8146973
SAMN10285286	SRR8146972
SAMN10285287	SRR8146971
SAMN10285288	SRR8146970
SAMN10285289	SRR8146969
SAMN10285299	SRR8146968
SAMN10285318	SRR8146967
SAMN10285308	SRR8146966
SAMN10285272	SRR8146965
SAMN10285309	SRR8146964
SAMN10285298	SRR8146963
SAMN10285306	SRR8146962
SAMN10285271	SRR8146961
SAMN10285270	SRR8146960
SAMN10285273	SRR8146959
SAMN10285307	SRR8146958
SAMN10285267	SRR8146957
SAMN10285266	SRR8146956
SAMN10285269	SRR8146955
SAMN10285268	SRR8146954
SAMN10285312	SRR8146953
SAMN10285275	SRR8146952
SAMN10285274	SRR8146951
SAMN10285313	SRR8146950
SAMN10285325	SRR8146949
SAMN10285324	SRR8146948
SAMN10285310	SRR8146947
SAMN10285317	SRR8146946
SAMN10285316	SRR8146945
SAMN10285297	SRR8146944
SAMN10285311	SRR8146943
SAMN10285321	SRR8146942
SAMN10285320	SRR8146941
SAMN10285323	SRR8146940
SAMN10285322	SRR8146939
SAMN10285281	SRR8146938
SAMN10285280	SRR8146937
SAMN10285283	SRR8146936
SAMN10285282	SRR8146935
SAMN08159968	SRR6367600
SAMN08159967	SRR6367599
SAMN08159965	SRR6367598
SAMN08159974	SRR6367596
SAMN08159973	SRR6367595
SAMN08159972	SRR6367594
SAMN08159971	SRR6367593
SAMN08159964	SRR6367592
SAMN08159963	SRR6367591
SAMN08159962	SRR6367590
SAMN08159961	SRR6367589
SAMN08159970	SRR6367588
SAMN08159969	SRR6367587
SAMN05710175	SRR4074357
SAMN05710174	SRR4074356
SAMN05710173	SRR4074355
SAMN05710172	SRR4074354
SAMN05710171	SRR4074353
SAMN05710170	SRR4074352
SAMN05710169	SRR4074351
SAMN05710192	SRR4074350
SAMN05710191	SRR4074341
SAMN05710190	SRR4074332
SAMN05710189	SRR4074323
SAMN05710188	SRR4074314
SAMN05710187	SRR4074305
SAMN05710186	SRR4074296
SAMN05710168	SRR4074287
SAMN05710185	SRR4074278
SAMN05710184	SRR4074269
SAMN05710183	SRR4074268
SAMN05710182	SRR4074267
SAMN05710181	SRR4074266
SAMN05710180	SRR4074265
SAMN05710179	SRR4074264
SAMN05710178	SRR4074263
SAMN05710177	SRR4074262
SAMN05710176	SRR4074261
SAMN05710167	SRR4074260
SAMN05710166	SRR4074259
SAMN07448993	SRR5898987
SAMN07448981	SRR5898921
SAMN07448973	SRR5898914
SAMN07448970	SRR5898917
SAMN07449011	SRR5899005
SAMN07448999	SRR5898979
SAMN07449074	SRR5898953
SAMN07449053	SRR5899013
SAMN07449072	SRR5898957
SAMN07448992	SRR5898986
SAMN07448983	SRR5898923
SAMN07449063	SRR5898959
SAMN07449043	SRR5898991
SAMN07448976	SRR5898911
SAMN07449016	SRR5899000
SAMN07449054	SRR5899010
SAMN07448969	SRR5898947
SAMN07448984	SRR5898924
SAMN07448982	SRR5898922
SAMN07448979	SRR5898908
SAMN07449070	SRR5898955
SAMN07448987	SRR5898990
SAMN07449013	SRR5899007
SAMN07449001	SRR5898976
SAMN07449006	SRR5898973
SAMN07449075	SRR5898952
SAMN07449076	SRR5898949
SAMN07449003	SRR5898974
SAMN07449039	SRR5898951
SAMN07449015	SRR5899001
SAMN07448986	SRR5898926
SAMN07448968	SRR5898946
SAMN07448994	SRR5898980
SAMN07449012	SRR5899004
SAMN07448978	SRR5898909
SAMN07448980	SRR5898920
SAMN07449048	SRR5898997
SAMN07449067	SRR5898963
SAMN07449007	SRR5898970
SAMN07448988	SRR5898961
SAMN07449069	SRR5898967
SAMN07448972	SRR5898915
SAMN07449051	SRR5898988
SAMN07449052	SRR5899012
SAMN07449002	SRR5898977
SAMN07449064	SRR5898958
SAMN07449058	SRR5899014
SAMEA3136769	ERR688513
SAMEA3136768	ERR688638
SAMEA3136740	ERR688577
SAMEA3136765	ERR688534
SAMEA3136739	ERR688649
SAMEA3136764	ERR688642
SAMEA3136763	ERR688583
SAMEA3136738	ERR688517
SAMEA3136737	ERR688568
SAMEA3136736	ERR688651
SAMEA3136735	ERR688643
SAMEA3136734	ERR688570
SAMEA3136733	ERR688636
SAMEA3136762	ERR688650
SAMEA3136761	ERR688581
SAMEA3136760	ERR688574
SAMEA3136759	ERR688635
SAMEA3136732	ERR688618
SAMEA3136758	ERR688571
SAMEA3136757	ERR688637
SAMEA3136756	ERR688558
SAMEA3136755	ERR688547
SAMEA3136731	ERR688578
SAMEA3136730	ERR688640
SAMEA3136729	ERR688579
SAMEA3136754	ERR688527
SAMEA3136753	ERR688567
SAMEA3136752	ERR688576
SAMEA3136728	ERR688553
SAMEA3136751	ERR688515
SAMEA3136750	ERR688572
SAMEA3136749	ERR688639
SAMEA3136727	ERR688575
SAMEA3136748	ERR688505
SAMEA3136747	ERR688521
SAMEA3136746	ERR688634
SAMEA3136767	ERR688580
SAMEA3136745	ERR688644
SAMEA3136726	ERR688569
SAMEA3136744	ERR688641
SAMEA3136725	ERR688582
SAMEA3136743	ERR688525
SAMEA3136742	ERR688573
SAMEA3136724	ERR688541
SAMEA3136766	ERR688548
SAMEA3136741	ERR688647
SAMN08049775	SRR6468709
SAMN08049776	SRR6468706
SAMN08049675	SRR6468695
SAMN08049739	SRR6468689
SAMN08049741	SRR6468687
SAMN08049742	SRR6468686
SAMN08049660	SRR6468681
SAMN08049646	SRR6468680
SAMN08049658	SRR6468679
SAMN08049659	SRR6468678
SAMN08049647	SRR6468674
SAMN08049666	SRR6468673
SAMN08049655	SRR6468660
SAMN08049654	SRR6468659
SAMN08049652	SRR6468657
SAMN08049650	SRR6468656
SAMN08049829	SRR6468650
SAMN08049828	SRR6468649
SAMN08049827	SRR6468648
SAMN08049826	SRR6468647
SAMN08049825	SRR6468646
SAMN08049823	SRR6468644
SAMN08049822	SRR6468643
SAMN08049821	SRR6468642
SAMN08049820	SRR6468641
SAMN08049722	SRR6468639
SAMN08049642	SRR6468628
SAMN08049644	SRR6468626
SAMN08049645	SRR6468625
SAMN08049657	SRR6468622
SAMN08049656	SRR6468621
SAMN08049731	SRR6468617
SAMN08049734	SRR6468616
SAMN08049733	SRR6468615
SAMN08049736	SRR6468614
SAMN08049735	SRR6468613
SAMN08049633	SRR6468604
SAMN08049649	SRR6468598
SAMN08049648	SRR6468597
SAMN08049840	SRR6468578
SAMN08049841	SRR6468577
SAMN08049713	SRR6468567
SAMN08049839	SRR6468550
SAMN08049838	SRR6468549
SAMN08049833	SRR6468548
SAMN08049832	SRR6468547
SAMN08049831	SRR6468546
SAMN08049830	SRR6468545
SAMN08049837	SRR6468544
SAMN08049836	SRR6468543
SAMN08049835	SRR6468542
SAMN08049834	SRR6468541
SAMN08049661	SRR6468528
SAMN08049678	SRR6468523
SAMN08049679	SRR6468522
SAMN08049824	SRR6468503
SAMN08049798	SRR6468712
SAMN08049777	SRR6468707
SAMN08049669	SRR6468701
SAMN08049668	SRR6468700
SAMN08049674	SRR6468694
SAMN08049676	SRR6468692
SAMN08049743	SRR6468685
SAMN08049745	SRR6468683
SAMN08049746	SRR6468682
SAMN08049664	SRR6468677
SAMN08049665	SRR6468676
SAMN08049662	SRR6468675
SAMN08049801	SRR6468670
SAMN08049800	SRR6468669
SAMN08049754	SRR6468666
SAMN08049753	SRR6468665
SAMN08049750	SRR6468662
SAMN08049749	SRR6468661
SAMN08049640	SRR6468655
SAMN08049757	SRR6468653
SAMN08049641	SRR6468652
SAMN08049809	SRR6468651
SAMN08049808	SRR6468645
SAMN08049721	SRR6468640
SAMN08049719	SRR6468638
SAMN08049728	SRR6468629
SAMN08049691	SRR6468623
SAMN08049730	SRR6468620
SAMN08049729	SRR6468619
SAMN08049732	SRR6468618
SAMN08049738	SRR6468612
SAMN08049698	SRR6468610
SAMN08049697	SRR6468609
SAMN08049635	SRR6468608
SAMN08049634	SRR6468607
SAMN08049631	SRR6468606
SAMN08049632	SRR6468603
SAMN08049627	SRR6468602
SAMN08049626	SRR6468601
SAMN08049628	SRR6468599
SAMN08049707	SRR6468596
SAMN08049708	SRR6468595
SAMN08049705	SRR6468592
SAMN08049706	SRR6468591
SAMN08049699	SRR6468590
SAMN08049624	SRR6468586
SAMN08049625	SRR6468585
SAMN08049622	SRR6468584
SAMN08049623	SRR6468583
SAMN08049620	SRR6468582
SAMN08049621	SRR6468581
SAMN08049618	SRR6468580
SAMN08049619	SRR6468579
SAMN08049717	SRR6468575
SAMN08049712	SRR6468574
SAMN08049711	SRR6468573
SAMN08049710	SRR6468572
SAMN08049709	SRR6468571
SAMN08049715	SRR6468569
SAMN08049714	SRR6468568
SAMN08049818	SRR6468566
SAMN08049819	SRR6468565
SAMN08049688	SRR6468563
SAMN08049695	SRR6468561
SAMN08049694	SRR6468560
SAMN08049693	SRR6468559
SAMN08049811	SRR6468557
SAMN08049813	SRR6468555
SAMN08049814	SRR6468554
SAMN08049816	SRR6468552
SAMN08049817	SRR6468551
SAMN08049785	SRR6468539
SAMN08049782	SRR6468534
SAMN08049682	SRR6468527
SAMN08049683	SRR6468526
SAMN08049684	SRR6468525
SAMN08049680	SRR6468521
SAMN08049681	SRR6468520
SAMN08049806	SRR6468518
SAMN08049805	SRR6468517
SAMN08049802	SRR6468514
SAMN08049761	SRR6468507
SAMN08049759	SRR6468505
SAMN08049663	SRR6468502
SAMN08049790	SRR6468718
SAMN08049797	SRR6468717
SAMN08049796	SRR6468716
SAMN08049795	SRR6468715
SAMN08049794	SRR6468714
SAMN08049778	SRR6468710
SAMN08049774	SRR6468708
SAMN08049771	SRR6468705
SAMN08049770	SRR6468704
SAMN08049773	SRR6468703
SAMN08049772	SRR6468702
SAMN08049671	SRR6468699
SAMN08049670	SRR6468698
SAMN08049673	SRR6468697
SAMN08049672	SRR6468696
SAMN08049677	SRR6468693
SAMN08049747	SRR6468691
SAMN08049748	SRR6468690
SAMN08049740	SRR6468688
SAMN08049744	SRR6468684
SAMN08049756	SRR6468668
SAMN08049755	SRR6468667
SAMN08049752	SRR6468664
SAMN08049751	SRR6468663
SAMN08049653	SRR6468658
SAMN08049758	SRR6468654
SAMN08049720	SRR6468637
SAMN08049725	SRR6468636
SAMN08049726	SRR6468635
SAMN08049723	SRR6468634
SAMN08049724	SRR6468633
SAMN08049636	SRR6468632
SAMN08049637	SRR6468631
SAMN08049727	SRR6468630
SAMN08049643	SRR6468627
SAMN08049692	SRR6468624
SAMN08049737	SRR6468611
SAMN08049630	SRR6468605
SAMN08049629	SRR6468600
SAMN08049703	SRR6468594
SAMN08049704	SRR6468593
SAMN08049701	SRR6468588
SAMN08049702	SRR6468587
SAMN08049718	SRR6468576
SAMN08049716	SRR6468570
SAMN08049690	SRR6468564
SAMN08049810	SRR6468558
SAMN08049812	SRR6468556
SAMN08049815	SRR6468553
SAMN08049784	SRR6468540
SAMN08049786	SRR6468538
SAMN08049787	SRR6468537
SAMN08049780	SRR6468536
SAMN08049781	SRR6468535
SAMN08049783	SRR6468533
SAMN08049788	SRR6468532
SAMN08049789	SRR6468531
SAMN08049686	SRR6468530
SAMN08049687	SRR6468529
SAMN08049685	SRR6468524
SAMN08049807	SRR6468519
SAMN08049804	SRR6468516
SAMN08049803	SRR6468515
SAMN08049767	SRR6468513
SAMN08049768	SRR6468512
SAMN08049766	SRR6468510
SAMN08049763	SRR6468509
SAMN08049764	SRR6468508
SAMN08049762	SRR6468506
SAMN08049760	SRR6468504
SAMN08049793	SRR6468501
SAMN08049792	SRR6468500
SAMN08049791	SRR6468499
SAMEA3708901	ERR1190975
SAMEA3708899	ERR1190973
SAMEA3708897	ERR1190971
SAMEA3708895	ERR1190969
SAMEA3708893	ERR1190967
SAMEA3708891	ERR1190965
SAMEA3708889	ERR1190963
SAMEA3708887	ERR1190961
SAMEA3708885	ERR1190959
SAMEA3708883	ERR1190957
SAMEA3708881	ERR1190955
SAMEA3708879	ERR1190953
SAMEA3708877	ERR1190951
SAMEA3708875	ERR1190949
SAMEA3708873	ERR1190947
SAMEA3708871	ERR1190945
SAMEA3708869	ERR1190943
SAMEA3708867	ERR1190941
SAMEA3708865	ERR1190939
SAMEA3708863	ERR1190937
SAMEA3708861	ERR1190935
SAMEA3708859	ERR1190933
SAMEA3708857	ERR1190931
SAMEA3708855	ERR1190929
SAMEA3708853	ERR1190927
SAMEA3708851	ERR1190925
SAMEA3708849	ERR1190923
SAMEA3708847	ERR1190921
SAMEA3708845	ERR1190919
SAMEA3708843	ERR1190917
SAMEA3708841	ERR1190915
SAMEA3708839	ERR1190913
SAMEA3708837	ERR1190911
SAMEA3708835	ERR1190909
SAMEA3708833	ERR1190907
SAMEA3708831	ERR1190905
SAMEA3708829	ERR1190903
SAMEA3708827	ERR1190901
SAMEA3708825	ERR1190899
SAMEA3708823	ERR1190897
SAMEA3708821	ERR1190895
SAMEA3708819	ERR1190893
SAMEA3708817	ERR1190891
SAMEA3708815	ERR1190889
SAMEA3708813	ERR1190887
SAMEA3708811	ERR1190885
SAMEA3708809	ERR1190883
SAMEA3708807	ERR1190881
SAMEA3708805	ERR1190879
SAMEA3708803	ERR1190877
SAMEA3708801	ERR1190875
SAMEA3708799	ERR1190873
SAMEA3708797	ERR1190871
SAMEA3708795	ERR1190869
SAMEA3708793	ERR1190867
SAMEA3708791	ERR1190865
SAMEA3708789	ERR1190863
SAMEA3708787	ERR1190861
SAMEA3708785	ERR1190859
SAMEA3708783	ERR1190857
SAMEA3708781	ERR1190855
SAMEA3708779	ERR1190853
SAMEA3708777	ERR1190851
SAMEA3708775	ERR1190849
SAMEA3708773	ERR1190847
SAMEA3708771	ERR1190845
SAMEA3708769	ERR1190843
SAMEA3708767	ERR1190841
SAMEA3708765	ERR1190839
SAMEA3708763	ERR1190837
SAMEA3708761	ERR1190835
SAMEA3708759	ERR1190833
SAMEA3708757	ERR1190831
SAMEA3708755	ERR1190829
SAMEA3708753	ERR1190827
SAMEA3708751	ERR1190825
SAMEA3708749	ERR1190823
SAMEA3708747	ERR1190821
SAMEA3708745	ERR1190819
SAMEA3708743	ERR1190817
SAMEA3708741	ERR1190815
SAMEA3708739	ERR1190813
SAMEA3708737	ERR1190811
SAMEA3708735	ERR1190809
SAMEA3708733	ERR1190807
SAMEA3708731	ERR1190805
SAMEA3708729	ERR1190803
SAMEA3708727	ERR1190801
SAMEA3708725	ERR1190799
SAMEA3708723	ERR1190797
SAMEA3708721	ERR1190795
SAMEA3708719	ERR1190793
SAMEA3708717	ERR1190791
SAMEA3708715	ERR1190789
SAMN13705472	RHB_RAM_0216
SAMN13705471	RHB_RAM_0198
SAMN13705470	RHB_RAM_0182
SAMN13705469	RHB_RAM_0169
SAMN13705468	RHB_RAM_0163
SAMN13705467	RHB_RAM_0160
SAMN13705466	RHB_RAM_0137
SAMN13705465	RHB_RAM_0136
SAMN13705464	RHB_RAM_0135
SAMN13705463	RHB_RAM_0131
SAMN13705462	RHB_RAM_0129
SAMN13705461	RHB_RAM_0127
SAMN13705460	RHB_RAM_0121
SAMN13705459	RHB_RAM_0118
SAMN13705458	RHB_RAM_0117
SAMN13705457	RHB_RAM_0108
SAMN13705456	RHB_RAM_0098
SAMN13705455	RHB_RAM_0096
SAMN13705454	RHB_RAM_0093
SAMN13705453	RHB_RAM_0085
SAMN13705452	RHB_RAM_0081
SAMN13705451	RHB_RAM_0078
SAMN13705450	RHB_RAM_0076
SAMN13705449	RHB_RAM_0075
SAMN13705448	RHB_RAM_0066
SAMN13705447	RHB_RAM_0065
SAMN13705446	RHB_RAM_0063
SAMN13705445	RHB_RAM_0062
SAMN13705444	RHB_RAM_0061
SAMN13705443	RHB_RAM_0060
SAMN13705442	RHB_RAM_0058
SAMN13705441	RHB_RAM_0054
SAMN13705440	RHB_RAM_0051
SAMN13705439	RHB_RAM_0048
SAMN13705438	RHB_RAM_0044
SAMN13705437	RHB_RAM_0043
SAMN13705436	RHB_RAM_0042
SAMN13705435	RHB_RAM_0041
SAMN13705434	RHB_RAM_0040
SAMN13705433	RHB_RAM_0037
SAMN13705432	RHB_RAM_0026
SAMN13705431	RHB_RAM_0025
SAMN13705430	RHB_RAM_0024
SAMN13705429	RHB_RAM_0020
SAMN13705428	RHB_RAM_0017
SAMN13705427	RHB_RAM_0015
SAMN13705426	RHB_RAM_0013
SAMN13705425	RHB_RAM_0007
SAMN13705424	RHB_RAM_0004
SAMEA4431979	ERR1620366
SAMEA4431989	ERR1620376
SAMEA4431986	ERR1620373
SAMEA4431940	ERR1620327
SAMEA4431959	ERR1620346
SAMEA4431955	ERR1620342
SAMEA4431952	ERR1620339
SAMEA4431960	ERR1620347
SAMEA4431965	ERR1620352
SAMEA4431981	ERR1620368
SAMEA4431985	ERR1620372
SAMEA4431977	ERR1620364
SAMEA4431954	ERR1620341
SAMEA4431971	ERR1620358
SAMEA4431974	ERR1620361
SAMEA4431968	ERR1620355
SAMEA4431950	ERR1620337
SAMEA4431944	ERR1620331
SAMEA4431939	ERR1620326
SAMEA4431961	ERR1620348
SAMEA4431966	ERR1620353
SAMEA4431947	ERR1620334
SAMEA4431957	ERR1620344
SAMEA4431969	ERR1620356
SAMEA4431963	ERR1620350
SAMEA4431956	ERR1620343
SAMEA4431970	ERR1620357
SAMEA4431943	ERR1620330
SAMEA4431935	ERR1620322
SAMEA4431973	ERR1620360
SAMEA4431942	ERR1620329
SAMEA4431975	ERR1620362
SAMEA4431938	ERR1620325
SAMEA4431941	ERR1620328
SAMEA4431945	ERR1620332
SAMEA4431953	ERR1620340
SAMEA4431937	ERR1620324
SAMEA4431983	ERR1620370
SAMEA4431972	ERR1620359
SAMEA4431976	ERR1620363
SAMEA4431872	ERR1620259
SAMEA4431917	ERR1620304
SAMEA4431875	ERR1620262
SAMEA4431933	ERR1620320
SAMEA4431911	ERR1620298
SAMEA4431877	ERR1620264
SAMEA4431870	ERR1620257
SAMEA4431871	ERR1620258
SAMEA4431921	ERR1620308
SAMEA4431880	ERR1620267
SAMEA4431919	ERR1620306
SAMEA4431884	ERR1620271
SAMEA4431916	ERR1620303
SAMEA4431893	ERR1620280
SAMEA4431873	ERR1620260
SAMEA4431883	ERR1620270
SAMEA4431906	ERR1620293
SAMEA4431869	ERR1620256
SAMEA4431928	ERR1620315
SAMEA4431914	ERR1620301
SAMEA4431913	ERR1620300
SAMEA4431878	ERR1620265
SAMEA4431908	ERR1620295
SAMEA4431896	ERR1620283
SAMEA4431903	ERR1620290
SAMEA4431929	ERR1620316
SAMEA4431901	ERR1620288
SAMEA4431881	ERR1620268
SAMEA4431874	ERR1620261
SAMEA4431902	ERR1620289
SAMEA4431905	ERR1620292
SAMEA4431891	ERR1620278
SAMEA4431887	ERR1620274
SAMEA4431931	ERR1620318
SAMEA4431899	ERR1620286
SAMEA4431895	ERR1620282
SAMEA4431904	ERR1620291
SAMEA4431868	ERR1620255
SAMEA4431898	ERR1620285
SAMEA4431889	ERR1620276
SAMEA4431885	ERR1620272
SAMEA4431907	ERR1620294
SAMEA4431909	ERR1620296
SAMEA4431915	ERR1620302
SAMEA4431879	ERR1620266
SAMEA4431910	ERR1620297
SAMN00141998	SRR628279
SAMN00031533	SRR628278
SAMN00147376	SRR628277
SAMN00095402	SRR628266
SAMN00095348	SRR520266
SAMN00100025	SRR514839
SAMN00141929	SRR514324
SAMN00142634	SRR514305
SAMN00100110	SRR514303
SAMN00141722	SRR514269
SAMN00146488	SRR514268
SAMN00099612	SRR514265
SAMN00095238	SRR514256
SAMN00142398	SRR514251
SAMN00141720	SRR514242
SAMN00087361	SRR514233
SAMN00094410	SRR514230
SAMN00087253	SRR514226
SAMN00142815	SRR514220
SAMN00031604	SRR514214
SAMN00095092	SRR514212
SAMN00146239	SRR514206
SAMN00141816	SRR514200
SAMN00143093	SRR514196
SAMN00087719	SRR514195
SAMN00147413	SRR514193
SAMN00146869	SRR514192
SAMN00143208	SRR514187
SAMN00146029	SRR514185
SAMN00146356	SRR514182
SAMN00142107	SRR514179
SAMN00087096	SRR513830
SAMN00099936	SRR513827
SAMN00142559	SRR513789
SAMN00143579	SRR513443
SAMN00147136	SRR513442
SAMN00095165	SRR513441
SAMN00146983	SRR513378
SAMN00146030	SRR513375
SAMN00142287	SRR513371
SAMN00095035	SRR513175
SAMN00147641	SRR513174
SAMN00146563	SRR513170
SAMN00142997	SRR513166
SAMN00087669	SRR513163
SAMN00099822	SRR513158
SAMN00087502	SRR513153
SAMN00147938	SRR512794
SAMN00143754	SRR512768
SAMN00087461	SRR512084
SAMN00146305	SRR511753
SAMN00086130	SRR511294
SAMN00146662	SRR511293
SAMN03351708	SRR2241597
SAMN03351695	SRR2241593
SAMN03351677	SRR2241505
SAMN03351666	SRR2241409
SAMN03351660	SRR2241306
SAMN03351654	SRR2241305
SAMN03351617	SRR2241118
SAMN03351599	SRR2241109
SAMN03351584	SRR2241023
SAMN03351566	SRR2240917
SAMN03351555	SRR2240837
